Baseline 100%T,,Baseline 0%T,,Plaque Gravee-1,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
1563,99.84603882,1563,0.2799429893,1563,18.48885345,
1562,99.85502625,1562,0.2747067809,1562,18.47033882,
1561,99.84628296,1561,0.2788504064,1561,18.45441818,
1560,99.84413147,1560,0.2757895887,1560,18.43437195,
1559,99.8457489,1559,0.2765294313,1559,18.42585564,
1558,99.86112976,1558,0.2785951495,1558,18.40102768,
1557,99.85585785,1557,0.2717704177,1557,18.38755989,
1556,99.82873535,1556,0.2748844028,1556,18.3771019,
1555,99.85930634,1555,0.2721188664,1555,18.35540009,
1554,99.83851624,1554,0.269726187,1554,18.3428154,
1553,99.83956909,1553,0.2741264701,1553,18.32322693,
1552,99.85118103,1552,0.276037693,1552,18.30002594,
1551,99.84950256,1551,0.2707258463,1551,18.28815842,
1550,99.84127045,1550,0.2687458396,1550,18.27822495,
1549,99.84579468,1549,0.270447433,1549,18.26015854,
1548,99.84765625,1548,0.2808609009,1548,18.23033333,
1547,99.82859039,1547,0.2704606056,1547,18.22389984,
1546,99.83702087,1546,0.2692429423,1546,18.21286011,
1545,99.84138489,1545,0.2707524598,1545,18.19090652,
1544,99.82440186,1544,0.2701963186,1544,18.17724609,
1543,99.84378815,1543,0.2716451883,1543,18.15851212,
1542,99.84535217,1542,0.273339659,1542,18.13437271,
1541,99.8316803,1541,0.2771505713,1541,18.11782074,
1540,99.84378815,1540,0.2762408555,1540,18.10281563,
1539,99.84146118,1539,0.2742934525,1539,18.08441734,
1538,99.82508087,1538,0.2735635638,1538,18.0719738,
1537,99.82689667,1537,0.2787513435,1537,18.05689621,
1536,99.83584595,1536,0.2791187763,1536,18.03516579,
1535,99.82980347,1535,0.2719056606,1535,18.02902031,
1534,99.82249451,1534,0.2792809904,1534,18.00255775,
1533,99.83892822,1533,0.2758487463,1533,17.98557854,
1532,99.83465576,1532,0.2722968757,1532,17.97047806,
1531,99.80085754,1531,0.2721124887,1531,17.96116829,
1530,99.84157562,1530,0.2734740674,1530,17.93978119,
1529,99.84268188,1529,0.2684220076,1529,17.91311836,
1528,99.80603027,1528,0.2758385837,1528,17.9084034,
1527,99.82687378,1527,0.2682939172,1527,17.8927021,
1526,99.84585571,1526,0.2733829319,1526,17.86446762,
1525,99.82846069,1525,0.2741478682,1525,17.8537693,
1524,99.80854797,1524,0.2729083002,1524,17.84613991,
1523,99.82968903,1523,0.2761628628,1523,17.8187561,
1522,99.82110596,1522,0.2686032057,1522,17.80704689,
1521,99.81710815,1521,0.2749607563,1521,17.78752518,
1520,99.83739471,1520,0.2742254734,1520,17.77096748,
1519,99.83309937,1519,0.277084589,1519,17.74682999,
1518,99.83072662,1518,0.2710467875,1518,17.7352314,
1517,99.82392883,1517,0.2734338045,1517,17.72371483,
1516,99.80766296,1516,0.2781564295,1516,17.70340729,
1515,99.82881927,1515,0.2734770477,1515,17.6842289,
1514,99.83035278,1514,0.2737264037,1514,17.66625977,
1513,99.81788635,1513,0.2739603221,1513,17.65119171,
1512,99.82279968,1512,0.2699202299,1512,17.63684464,
1511,99.82366943,1511,0.2725878954,1511,17.62221718,
1510,99.81323242,1510,0.27832672,1510,17.60085678,
1509,99.82614136,1509,0.2706286609,1509,17.58603287,
1508,99.82910156,1508,0.2730689645,1508,17.57320976,
1507,99.81472015,1507,0.2756462097,1507,17.5546093,
1506,99.81835938,1506,0.2767000496,1506,17.53279877,
1505,99.83745575,1505,0.2742790282,1505,17.51386452,
1504,99.82478333,1504,0.2722749114,1504,17.50846863,
1503,99.81552124,1503,0.2771546841,1503,17.48891258,
1502,99.8130188,1502,0.2760218084,1502,17.47050667,
1501,99.82434082,1501,0.2751755118,1501,17.44831085,
1500,99.82498932,1500,0.2728248537,1500,17.4406662,
1499,99.80395508,1499,0.2712165415,1499,17.42583275,
1498,99.81590271,1498,0.2724207342,1498,17.40366745,
1497,99.82486725,1497,0.2723057568,1497,17.3790741,
1496,99.80927277,1496,0.2709348798,1496,17.37044144,
1495,99.80545807,1495,0.2749505937,1495,17.35454559,
1494,99.81093597,1494,0.2732700109,1494,17.33629036,
1493,99.81486511,1493,0.2744434476,1493,17.31243324,
1492,99.80404663,1492,0.2753815353,1492,17.29620171,
1491,99.77650452,1491,0.2734281421,1491,17.28906822,
1490,99.79737854,1490,0.2684299946,1490,17.27408409,
1489,99.8057251,1489,0.2750701308,1489,17.250597,
1488,99.8044281,1488,0.2727916837,1488,17.23227882,
1487,99.79724121,1487,0.2747663558,1487,17.21691895,
1486,99.77616119,1486,0.2720058262,1486,17.20988464,
1485,99.76100922,1485,0.2711230516,1485,17.19165802,
1484,99.78240967,1484,0.2755859196,1484,17.16971397,
1483,99.79207611,1483,0.2693282366,1483,17.15063667,
1482,99.78294373,1482,0.2693388462,1482,17.13854599,
1481,99.77494812,1481,0.2705483139,1481,17.11958694,
1480,99.77315521,1480,0.2709860802,1480,17.10183716,
1479,99.76212311,1479,0.2705329359,1479,17.08765411,
1478,99.73313904,1478,0.2704827487,1478,17.07763672,
1477,99.76298523,1477,0.2722458243,1477,17.05244827,
1476,99.75800323,1476,0.2666980922,1476,17.03638268,
1475,99.7589798,1475,0.2705460489,1475,17.01737404,
1474,99.7478714,1474,0.2749661505,1474,16.99897003,
1473,99.73985291,1473,0.2693457603,1473,16.98673439,
1472,99.72010803,1472,0.2687288523,1472,16.97496605,
1471,99.72216797,1471,0.2722373009,1471,16.95538521,
1470,99.72835541,1470,0.2671810091,1470,16.93650818,
1469,99.72755432,1469,0.2708985507,1469,16.91644478,
1468,99.67037964,1468,0.2736237049,1468,16.91191483,
1467,99.73538208,1467,0.2703872323,1467,16.87959671,
1466,99.74500275,1466,0.272981286,1466,16.85394859,
1465,99.74737549,1465,0.272901535,1465,16.84828758,
1464,99.69377136,1464,0.2730135322,1464,16.84177017,
1463,99.76178741,1463,0.2734889984,1463,16.81210899,
1462,99.77924347,1462,0.2728655338,1462,16.79267693,
1461,99.78302002,1461,0.265039593,1461,16.78962135,
1460,99.78890991,1460,0.2736311555,1460,16.76493073,
1459,99.75500488,1459,0.2706577182,1459,16.75437355,
1458,99.79216766,1458,0.2721098661,1458,16.72999191,
1457,99.81274414,1457,0.2700397372,1457,16.71768188,
1456,99.80992126,1456,0.2691171467,1456,16.70619583,
1455,99.81459808,1455,0.2775980234,1455,16.68119049,
1454,99.81313324,1454,0.2702783942,1454,16.66952133,
1453,99.82121277,1453,0.2707829177,1453,16.64863777,
1452,99.81501007,1452,0.2669455111,1452,16.63998032,
1451,99.81686401,1451,0.2691375017,1451,16.62107086,
1450,99.81748199,1450,0.2697375715,1450,16.60574913,
1449,99.81880188,1449,0.2753418982,1449,16.58649635,
1448,99.82759094,1448,0.2713488042,1448,16.57050323,
1447,99.8119278,1447,0.2695671618,1447,16.55673981,
1446,99.8197937,1446,0.2720282078,1446,16.53684235,
1445,99.82207489,1445,0.26883775,1445,16.51804352,
1444,99.82164764,1444,0.2746856809,1444,16.4989872,
1443,99.82601929,1443,0.2689111829,1443,16.48522568,
1442,99.83275604,1442,0.275057286,1442,16.46522903,
1441,99.83245087,1441,0.2702850103,1441,16.45336151,
1440,99.83657837,1440,0.2762354314,1440,16.43322182,
1439,99.85282898,1439,0.270637393,1439,16.41415787,
1438,99.86263275,1438,0.273136884,1438,16.40143585,
1437,99.86252594,1437,0.2712204158,1437,16.38407516,
1436,99.86445618,1436,0.2687966228,1436,16.3591671,
1435,99.80756378,1435,0.2678871453,1435,16.36736488,
1434,99.89399719,1434,0.2721316516,1434,16.33291054,
1433,99.90795135,1433,0.2730173767,1433,16.31502533,
1432,99.93138123,1432,0.2696832716,1432,16.30281067,
1431,99.9420166,1431,0.2770239115,1431,16.28003502,
1430,99.95129395,1430,0.2716618478,1430,16.27062225,
1429,99.98212433,1429,0.2707617879,1429,16.25290108,
1428,99.99069214,1428,0.2706493437,1428,16.23916245,
1427,100.0212097,1427,0.2735033631,1427,16.21469498,
1426,100.044014,1426,0.2703481019,1426,16.20048523,
1425,100.0616226,1425,0.2759352028,1425,16.1850872,
1424,100.0875854,1424,0.2708375454,1424,16.16761208,
1423,100.1174545,1423,0.2745249867,1423,16.1537075,
1422,100.1393051,1422,0.2718870938,1422,16.13229752,
1421,100.1673737,1421,0.275076896,1421,16.12183571,
1420,100.2004623,1420,0.2761331499,1420,16.10149002,
1419,100.233017,1419,0.273024261,1419,16.08865356,
1418,100.2633438,1418,0.274261564,1418,16.07511711,
1417,100.3392334,1417,0.2745021284,1417,16.04955101,
1416,100.3479462,1416,0.2734648287,1416,16.03699875,
1415,100.3852386,1415,0.2793653309,1415,16.0183239,
1414,100.4662781,1414,0.2752262652,1414,16.0122757,
1413,100.4801178,1413,0.2774804235,1413,15.99213028,
1412,100.5771484,1412,0.2756473124,1412,15.97454071,
1411,100.5968933,1411,0.2790244818,1411,15.95312691,
1410,100.6889572,1410,0.2757439911,1410,15.93587971,
1409,100.765625,1409,0.2731750309,1409,15.92609882,
1408,100.7931595,1408,0.2752271295,1408,15.90806198,
1407,100.9070129,1407,0.272574693,1407,15.89017963,
1406,100.9715195,1406,0.2744913995,1406,15.87701607,
1405,101.0857544,1405,0.2809333205,1405,15.84090328,
1404,101.1773605,1404,0.2721002698,1404,15.84186554,
1403,101.3159409,1403,0.273689121,1403,15.82146263,
1402,101.394783,1402,0.2795251906,1402,15.80990696,
1401,101.5411148,1401,0.275308758,1401,15.78903008,
1400,101.7058105,1400,0.2724994123,1400,15.77028465,
1399,101.809082,1399,0.2803584635,1399,15.75589466,
1398,101.9743347,1398,0.2795942128,1398,15.73416996,
1397,102.1706543,1397,0.273383975,1397,15.72378731,
1396,102.327179,1396,0.27975896,1396,15.70439816,
1395,102.5017395,1395,0.2756632864,1395,15.68601322,
1394,102.7074585,1394,0.2799919844,1394,15.6663208,
1393,102.9296875,1393,0.2821399271,1393,15.63421917,
1392,103.0411987,1392,0.2802181244,1392,15.63819218,
1391,103.2222061,1391,0.2835552394,1391,15.59693813,
1390,103.3918381,1390,0.2829512954,1390,15.57150459,
1389,103.4540787,1389,0.2805800438,1389,15.57418823,
1388,103.5632248,1388,0.2780835032,1388,15.53719807,
1387,103.6283951,1387,0.2885514796,1387,15.5050621,
1386,103.6087418,1386,0.2830537856,1386,15.49761772,
1385,103.5799408,1385,0.2828601599,1385,15.48403931,
1384,103.5058746,1384,0.2848781645,1384,15.45585442,
1383,103.3937607,1383,0.2786216438,1383,15.44943047,
1382,103.2475586,1382,0.284607172,1382,15.42701912,
1381,103.0770416,1381,0.2764714956,1381,15.42659664,
1380,102.8867874,1380,0.2785241604,1380,15.40461731,
1379,102.6746292,1379,0.27874735,1379,15.39082336,
1378,102.4337616,1378,0.2840562165,1378,15.36812592,
1377,102.1839981,1377,0.2790551782,1377,15.36608601,
1376,101.904129,1376,0.276594013,1376,15.35297298,
1375,101.6532516,1375,0.2731567025,1375,15.34459591,
1374,101.4173508,1374,0.2777191103,1374,15.32758808,
1373,101.18116,1373,0.2803907394,1373,15.30144215,
1372,100.9375,1372,0.2728705406,1372,15.29478455,
1371,100.7019196,1371,0.2669653296,1371,15.28922653,
1370,100.4803772,1370,0.2697625756,1370,15.26605225,
1369,100.2458954,1369,0.2745304406,1369,15.24311447,
1368,100.0215302,1368,0.2729379535,1368,15.23726463,
1367,99.83164978,1367,0.273943007,1367,15.21833229,
1366,99.64112854,1366,0.2713882029,1366,15.20132542,
1365,99.45480347,1365,0.2730707526,1365,15.18787193,
1364,99.290802,1364,0.2681704164,1364,15.16719055,
1363,99.10520172,1363,0.2667233646,1363,15.15730286,
1362,99.0431366,1362,0.2658420801,1362,15.12870312,
1361,98.96512604,1361,0.2750032544,1361,15.10323715,
1360,98.91483307,1360,0.2664657235,1360,15.09155083,
1359,98.89678192,1359,0.2669544518,1359,15.06244564,
1358,98.89503479,1358,0.2665456235,1358,15.05095768,
1357,98.88916016,1357,0.268461287,1357,15.02478695,
1356,98.90966797,1356,0.2703216076,1356,15.01037502,
1355,98.94998932,1355,0.2669892609,1355,14.99032974,
1354,98.98009491,1354,0.2692196071,1354,14.97732544,
1353,99.03443146,1353,0.2691500187,1353,14.95619678,
1352,99.09075165,1352,0.270401448,1352,14.94090748,
1351,99.14646149,1351,0.2700504065,1351,14.92425156,
1350,99.20402527,1350,0.2698533833,1350,14.91310787,
1349,99.26315308,1349,0.2683922052,1349,14.89689827,
1348,99.30493164,1348,0.2705671489,1348,14.88642693,
1347,99.35662842,1347,0.2666828036,1347,14.86838341,
1346,99.38879395,1346,0.2685679197,1346,14.85394955,
1345,99.42323303,1345,0.2707075477,1345,14.84087753,
1344,99.45281982,1344,0.2709474564,1344,14.82101345,
1343,99.47589874,1343,0.269916296,1343,14.80899429,
1342,99.50361633,1342,0.2724906206,1342,14.79744053,
1341,99.50118256,1341,0.2661518753,1341,14.78305435,
1340,99.49276733,1340,0.2680676877,1340,14.76519966,
1339,99.49440002,1339,0.2736954391,1339,14.74334335,
1338,99.48745728,1338,0.2689760327,1338,14.73474312,
1337,99.49502563,1337,0.2735685706,1337,14.71704388,
1336,99.49144745,1336,0.2722106278,1336,14.70037651,
1335,99.45500946,1335,0.2685893178,1335,14.68736362,
1334,99.45960999,1334,0.2766057253,1334,14.66445446,
1333,99.44065857,1333,0.2732220888,1333,14.64832687,
1332,99.44857025,1332,0.2737919688,1332,14.63222313,
1331,99.42417908,1331,0.2729827166,1331,14.61139202,
1330,99.40975952,1330,0.271432966,1330,14.60473061,
1329,99.40622711,1329,0.2695288062,1329,14.59008408,
1328,99.39977264,1328,0.2677389979,1328,14.57254314,
1327,99.37620544,1327,0.270716548,1327,14.55519962,
1326,99.36745453,1326,0.2716368735,1326,14.5384922,
1325,99.36785126,1325,0.2705818415,1325,14.5204258,
1324,99.35319519,1324,0.2695181966,1324,14.50806999,
1323,99.33555603,1323,0.2719533145,1323,14.49087715,
1322,99.33718109,1322,0.2745445967,1322,14.46442413,
1321,99.33878326,1321,0.2688307166,1321,14.4566555,
1320,99.32736969,1320,0.2671764493,1320,14.4383688,
1319,99.29970551,1319,0.2727443576,1319,14.42002106,
1318,99.30478668,1318,0.2706029713,1318,14.40266991,
1317,99.31510162,1317,0.2683414817,1317,14.38498974,
1316,99.2988739,1316,0.2673255205,1316,14.36906338,
1315,99.2861557,1315,0.2712544799,1315,14.35471153,
1314,99.24604034,1314,0.2684362531,1314,14.34309483,
1313,99.25845337,1313,0.2746419609,1313,14.31175804,
1312,99.27002716,1312,0.2697234154,1312,14.29588223,
1311,99.25146484,1311,0.268661797,1311,14.28792477,
1310,99.21495819,1310,0.2675140798,1310,14.26819229,
1309,99.20645142,1309,0.2717547715,1309,14.25089073,
1308,99.2294693,1308,0.2722984552,1308,14.22962093,
1307,99.20446014,1307,0.2737025917,1307,14.21528721,
1306,99.17233276,1306,0.268476367,1306,14.20579529,
1305,99.20774078,1305,0.2715703249,1305,14.17470455,
1304,99.20036316,1304,0.2699670494,1304,14.16926193,
1303,99.17767334,1303,0.2685272098,1303,14.15766335,
1302,99.15957642,1302,0.2729325891,1302,14.13356209,
1301,99.18535614,1301,0.2677811086,1301,14.11583138,
1300,99.17126465,1300,0.2716349661,1300,14.09577179,
1299,99.16595459,1299,0.2667943537,1299,14.08262253,
1298,99.18053436,1298,0.266671598,1298,14.07338333,
1297,99.15609741,1297,0.2759054601,1297,14.04604721,
1296,99.16362,1296,0.2722296715,1296,14.03887749,
1295,99.16290283,1295,0.273742646,1295,14.0199585,
1294,99.16098022,1294,0.265822798,1294,14.00602436,
1293,99.16574097,1293,0.2730176151,1293,13.98755646,
1292,99.155159,1292,0.2710878849,1292,13.9699192,
1291,99.15666199,1291,0.2675555348,1291,13.95867062,
1290,99.15607452,1290,0.2675608695,1290,13.94109249,
1289,99.14129639,1289,0.2715758681,1289,13.92627621,
1288,99.14704132,1288,0.2676509917,1288,13.91153526,
1287,99.14285278,1287,0.2733249068,1287,13.88594627,
1286,99.12448883,1286,0.2706026435,1286,13.87508965,
1285,99.14278412,1285,0.2700247169,1285,13.85720539,
1284,99.13824463,1284,0.2725763321,1284,13.838871,
1283,99.1162796,1283,0.2729875445,1283,13.82536697,
1282,99.12986755,1282,0.2728407085,1282,13.80471992,
1281,99.13965607,1281,0.2706703544,1281,13.79014969,
1280,99.12117004,1280,0.2676435113,1280,13.77649498,
1279,99.1211853,1279,0.2735225856,1279,13.75579071,
1278,99.1247406,1278,0.2670608163,1278,13.74663734,
1277,99.12007141,1277,0.2739898264,1277,13.71971321,
1276,99.09313965,1276,0.2717081606,1276,13.71343327,
1275,99.12335205,1275,0.2769878507,1275,13.68783283,
1274,99.12133789,1274,0.2720039785,1274,13.67274094,
1273,99.10636139,1273,0.2754076421,1273,13.66004181,
1272,99.08651733,1272,0.2715518177,1272,13.64233303,
1271,99.12590027,1271,0.2716616392,1271,13.61739635,
1270,99.12511444,1270,0.2666019499,1270,13.61185265,
1269,99.1007309,1269,0.269733429,1269,13.59140682,
1268,99.10063171,1268,0.2709224224,1268,13.57821274,
1267,99.116745,1267,0.2650278211,1267,13.56998348,
1266,99.10683441,1266,0.2733706832,1266,13.54420376,
1265,99.10192871,1265,0.2691926956,1265,13.53014755,
1264,99.10762787,1264,0.2724598944,1264,13.50765705,
1263,99.11636353,1263,0.2700185776,1263,13.49947453,
1262,99.10592651,1262,0.2707690895,1262,13.48018456,
1261,99.12500763,1261,0.2712611854,1261,13.46535397,
1260,99.12474823,1260,0.2730818093,1260,13.44264412,
1259,99.12386322,1259,0.2733467519,1259,13.42904854,
1258,99.12906647,1258,0.2752165794,1258,13.41120148,
1257,99.13301086,1257,0.2662981451,1257,13.41034889,
1256,99.12931061,1256,0.2708260715,1256,13.38370419,
1255,99.14533234,1255,0.2701362669,1255,13.36511803,
1254,99.14871979,1254,0.2712029815,1254,13.34800434,
1253,99.14162445,1253,0.2753828764,1253,13.33223915,
1252,99.1368103,1252,0.2693529129,1252,13.31407547,
1251,99.16173553,1251,0.2673383951,1251,13.29979324,
1250,99.16498566,1250,0.2727394998,1250,13.27722645,
1249,99.13828278,1249,0.2695943713,1249,13.26933956,
1248,99.1282196,1248,0.2666833699,1248,13.2543087,
1247,99.15626526,1247,0.2670680881,1247,13.23405075,
1246,99.1463089,1246,0.2679836154,1246,13.21984482,
1245,99.1304245,1245,0.2690767944,1245,13.19900608,
1244,99.08235168,1244,0.2728520632,1244,13.18723965,
1243,99.12415314,1243,0.2643969953,1243,13.16829205,
1242,99.10467529,1242,0.2746171355,1242,13.14782906,
1241,99.08377838,1241,0.2658823133,1241,13.13266468,
1240,99.065979,1240,0.2660748661,1240,13.12190437,
1239,99.01895905,1239,0.2721922994,1239,13.10793591,
1238,98.98868561,1238,0.2674036324,1238,13.09662437,
1237,99.01081848,1237,0.2687470019,1237,13.06519318,
1236,98.99289703,1236,0.2698705196,1236,13.05834961,
1235,98.9619751,1235,0.2684768438,1235,13.04115772,
1234,98.89775848,1234,0.2709362209,1234,13.02860355,
1233,98.93488312,1233,0.2655264437,1233,13.00754833,
1232,98.9162674,1232,0.2704478502,1232,12.98762131,
1231,98.90370178,1231,0.2655880749,1231,12.97648525,
1230,98.88189697,1230,0.2691002786,1230,12.96111679,
1229,98.82941437,1229,0.266654551,1229,12.94722557,
1228,98.84677887,1228,0.2688179612,1228,12.92451477,
1227,98.8457489,1227,0.2691311836,1227,12.90851116,
1226,98.83002472,1226,0.2633018792,1226,12.897892,
1225,98.80945587,1225,0.2657923698,1225,12.88230419,
1224,98.77702332,1224,0.2636653185,1224,12.86664772,
1223,98.79127502,1223,0.2653226554,1223,12.84396648,
1222,98.78943634,1222,0.2689339519,1222,12.82756138,
1221,98.78050995,1221,0.2674466372,1221,12.81266975,
1220,98.76190948,1220,0.2652292252,1220,12.79477024,
1219,98.74475861,1219,0.2653221786,1219,12.77977848,
1218,98.72784424,1218,0.2689768374,1218,12.7580328,
1217,98.74118805,1217,0.2729226351,1217,12.74104309,
1216,98.73383331,1216,0.2676589489,1216,12.73162651,
1215,98.72782898,1215,0.2652232945,1215,12.72028065,
1214,98.71490479,1214,0.2679677308,1214,12.69662571,
1213,98.69402313,1213,0.2701994181,1213,12.68034458,
1212,98.68029022,1212,0.2668363154,1212,12.66326427,
1211,98.68424225,1211,0.2691853642,1211,12.65109921,
1210,98.68695068,1210,0.2656846642,1210,12.62961578,
1209,98.67552185,1209,0.264418453,1209,12.61650276,
1208,98.66930389,1208,0.2710847557,1208,12.5940609,
1207,98.64802551,1207,0.2717563212,1207,12.57992554,
1206,98.63359833,1206,0.2620915473,1206,12.56709099,
1205,98.6350708,1205,0.2630503774,1205,12.54992199,
1204,98.63226318,1204,0.2691557407,1204,12.53652763,
1203,98.63196564,1203,0.2659848332,1203,12.51634407,
1202,98.6122818,1202,0.2673921287,1202,12.49882698,
1201,98.60323334,1201,0.2709260881,1201,12.47951889,
1200,98.58683777,1200,0.2643383443,1200,12.47667122,
1199,98.44683075,1199,0.2621554434,1199,12.45453739,
1198,98.41831207,1198,0.2663194835,1198,12.42930984,
1197,98.40174103,1197,0.2698924541,1197,12.413764,
1196,98.39974976,1196,0.2646767795,1196,12.40238094,
1195,98.38596344,1195,0.2685619295,1195,12.38254356,
1194,98.37291718,1194,0.2600903809,1194,12.37555695,
1193,98.37269592,1193,0.2704641223,1193,12.3445015,
1192,98.36035919,1192,0.2629052103,1192,12.34236145,
1191,98.34451294,1191,0.2613305748,1191,12.32702732,
1190,98.34357452,1190,0.2665736377,1190,12.30399609,
1189,98.33985901,1189,0.2659553289,1189,12.28793716,
1188,98.33030701,1188,0.2671264112,1188,12.26723003,
1187,98.31748962,1187,0.2669013739,1187,12.25288963,
1186,98.30503845,1186,0.2678193748,1186,12.23404694,
1185,98.29933167,1185,0.2666682899,1185,12.22493362,
1184,98.29544067,1184,0.2696012557,1184,12.2037096,
1183,98.14762878,1183,0.2631196976,1183,12.20772171,
1182,98.27038574,1182,0.2642029524,1182,12.1753912,
1181,98.26551056,1181,0.2715219855,1181,12.15193367,
1180,98.25683594,1180,0.267339021,1180,12.13754749,
1179,98.25478363,1179,0.2652962804,1179,12.12879562,
1178,98.23958588,1178,0.2693568766,1178,12.10087585,
1177,98.22921753,1177,0.2671311796,1177,12.08740616,
1176,98.22195435,1176,0.2630596757,1176,12.08206081,
1175,98.21002197,1175,0.2684515119,1175,12.05775833,
1174,98.19849396,1174,0.2651260197,1174,12.03295326,
1173,98.19367218,1173,0.2580913305,1173,12.02712345,
1172,98.1761322,1172,0.2706706524,1172,12.00268078,
1171,98.17473602,1171,0.266775012,1171,11.99434376,
1170,98.16868591,1170,0.2673617899,1170,11.98214436,
1169,98.15691376,1169,0.2665706873,1169,11.96206665,
1168,98.14631653,1168,0.2680398524,1168,11.93832207,
1167,98.12982941,1167,0.2663026154,1167,11.92889023,
1166,98.11542511,1166,0.263484925,1166,11.91166973,
1165,98.10689545,1165,0.2642138004,1165,11.89672852,
1164,98.09778595,1164,0.2665809691,1164,11.87875366,
1163,98.09503174,1163,0.2724090219,1163,11.85862541,
1162,98.06899261,1162,0.2658105195,1162,11.84828758,
1161,98.06369781,1161,0.2651755512,1161,11.83386612,
1160,98.04642487,1160,0.2684135735,1160,11.81022549,
1159,98.0324173,1159,0.2679715753,1159,11.79521561,
1158,98.01978302,1158,0.2656146586,1158,11.7821455,
1157,98.01119995,1157,0.2642989755,1157,11.76532745,
1156,98.00137329,1156,0.2679389119,1156,11.74647427,
1155,97.98448181,1155,0.2639888525,1155,11.734869,
1154,97.96856689,1154,0.259809792,1154,11.72299099,
1153,97.95455933,1153,0.2652435899,1153,11.70548344,
1152,97.96941376,1152,0.2634314895,1152,11.68147087,
1151,97.91041565,1151,0.2613630295,1151,11.67226505,
1150,97.89677429,1150,0.2662957311,1150,11.65256882,
1149,97.88375854,1149,0.2615505457,1149,11.6337738,
1148,97.86162567,1148,0.2653824687,1148,11.61870766,
1147,97.8567276,1147,0.2706858814,1147,11.59846115,
1146,97.83707428,1146,0.2677127719,1146,11.59025478,
1145,97.82637787,1145,0.2603167892,1145,11.57517624,
1144,97.82136536,1144,0.2634369135,1144,11.55775261,
1143,97.80548096,1143,0.2669573128,1143,11.54353142,
1142,97.79501343,1142,0.2635691762,1142,11.53085613,
1141,97.78614807,1141,0.2680409551,1141,11.50423622,
1140,97.77836609,1140,0.2702808082,1140,11.4834671,
1139,97.75393677,1139,0.265721947,1139,11.47653866,
1138,97.74272156,1138,0.2683599889,1138,11.45651531,
1137,97.78091431,1137,0.2631543279,1137,11.43493462,
1136,97.71757507,1136,0.2652974725,1136,11.4257946,
1135,97.69667816,1135,0.2658590078,1135,11.41127586,
1134,97.70542145,1134,0.2660741508,1134,11.38855362,
1133,97.66947174,1133,0.262750566,1133,11.37850666,
1132,97.65506744,1132,0.2648583651,1132,11.35525513,
1131,97.63331604,1131,0.2655292451,1131,11.33877373,
1130,97.62713623,1130,0.2609021962,1130,11.32714748,
1129,97.62458801,1129,0.2646948695,1129,11.31644058,
1128,97.58583069,1128,0.2632348537,1128,11.29561329,
1127,97.56944275,1127,0.2624000013,1127,11.28125858,
1126,97.56075287,1126,0.261274457,1126,11.25744629,
1125,97.54836273,1125,0.2578575015,1125,11.25042915,
1124,97.53768158,1124,0.2607296109,1124,11.23009586,
1123,97.50540924,1123,0.2661710382,1123,11.21042061,
1122,97.48013306,1122,0.2615322173,1122,11.19769859,
1121,97.46457672,1121,0.2581763268,1121,11.18345642,
1120,97.45159912,1120,0.2588952184,1120,11.16914463,
1119,97.44356537,1119,0.2668529153,1119,11.14445877,
1118,97.43675232,1118,0.264082551,1118,11.13139248,
1117,97.42444611,1117,0.263828665,1117,11.11708832,
1116,97.42037964,1116,0.2589444518,1116,11.09962559,
1115,97.41571808,1115,0.2640818357,1115,11.08227921,
1114,97.41816711,1114,0.2628006637,1114,11.07065105,
1113,97.41041565,1113,0.2588904798,1113,11.05449963,
1112,97.40276337,1112,0.2663024962,1112,11.02579403,
1111,97.4065094,1111,0.264696449,1111,11.01796818,
1110,97.38803864,1110,0.2642417848,1110,11.00458336,
1109,97.38552094,1109,0.263338089,1109,10.98321056,
1108,97.3731842,1108,0.2608468533,1108,10.97264862,
1107,97.35684204,1107,0.2625371814,1107,10.95774174,
1106,97.34603882,1106,0.2629715502,1106,10.94050407,
1105,97.33601379,1105,0.2648240924,1105,10.92515755,
1104,97.31417847,1104,0.2617292106,1104,10.91808796,
1103,97.31087494,1103,0.2693322003,1103,10.88227367,
1102,97.33912659,1102,0.2628476024,1102,10.87339115,
1101,97.26894379,1101,0.2597403824,1101,10.86201859,
1100,97.25367737,1100,0.266867429,1100,10.84223938,
1099,97.23651123,1099,0.2620615065,1099,10.83026409,
1098,97.22312927,1098,0.259523809,1098,10.81721592,
1097,97.21098328,1097,0.2613122165,1097,10.79444695,
1096,97.18489075,1096,0.2580174208,1096,10.78745461,
1095,97.17214966,1095,0.26660344,1095,10.76118374,
1094,97.20227814,1094,0.2583307624,1094,10.74777317,
1093,97.14574432,1093,0.2584837973,1093,10.73851299,
1092,97.12374878,1092,0.2574250996,1092,10.71961403,
1091,97.11125946,1091,0.2604942918,1091,10.69861317,
1090,97.15876007,1090,0.2607857287,1090,10.6750288,
1089,97.07433319,1089,0.258359462,1089,10.67154217,
1088,97.04885864,1088,0.262465924,1088,10.64621258,
1087,97.08307648,1087,0.2646415234,1087,10.63673592,
1086,97.02003479,1086,0.2595004737,1086,10.61981297,
1085,96.99932098,1085,0.2661696076,1085,10.59935093,
1084,97.00995636,1084,0.2601858377,1084,10.59122562,
1083,96.97800446,1083,0.2609185576,1083,10.57007885,
1082,96.94622803,1082,0.2682025433,1082,10.5467701,
